,ID,timestamp,item,corporation,location,supply(kg)_x,price(원/kg),Date,week,day_name,year,month,day,기간,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지,supply(kg)_y,전체 거래량
45702,BC_A_J_20190113,2019-01-13,BC,A,J,0.0,0.0,2019-01-13,2.0,Sunday,2019,1,13.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45703,BC_A_J_20190114,2019-01-14,BC,A,J,12136.0,1979.0,2019-01-14,3.0,Monday,2019,1,14.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45704,BC_A_J_20190115,2019-01-15,BC,A,J,12312.0,1968.0,2019-01-15,3.0,Tuesday,2019,1,15.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45705,BC_A_J_20190116,2019-01-16,BC,A,J,14584.0,1837.0,2019-01-16,3.0,Wednesday,2019,1,16.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45706,BC_A_J_20190117,2019-01-17,BC,A,J,9920.0,1858.0,2019-01-17,3.0,Thursday,2019,1,17.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45707,BC_A_J_20190118,2019-01-18,BC,A,J,9744.0,1712.0,2019-01-18,3.0,Friday,2019,1,18.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45708,BC_A_J_20190119,2019-01-19,BC,A,J,10632.0,1833.0,2019-01-19,3.0,Saturday,2019,1,19.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45709,BC_A_J_20190120,2019-01-20,BC,A,J,0.0,0.0,2019-01-20,3.0,Sunday,2019,1,20.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45710,BC_A_J_20190121,2019-01-21,BC,A,J,9192.0,1879.0,2019-01-21,4.0,Monday,2019,1,21.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45711,BC_A_J_20190122,2019-01-22,BC,A,J,7872.0,2104.0,2019-01-22,4.0,Tuesday,2019,1,22.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45712,BC_A_J_20190123,2019-01-23,BC,A,J,8712.0,2184.0,2019-01-23,4.0,Wednesday,2019,1,23.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45713,BC_A_J_20190124,2019-01-24,BC,A,J,7320.0,2608.0,2019-01-24,4.0,Thursday,2019,1,24.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45714,BC_A_J_20190125,2019-01-25,BC,A,J,8408.0,2464.0,2019-01-25,4.0,Friday,2019,1,25.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45715,BC_A_J_20190126,2019-01-26,BC,A,J,12912.0,2135.0,2019-01-26,4.0,Saturday,2019,1,26.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45716,BC_A_J_20190127,2019-01-27,BC,A,J,0.0,0.0,2019-01-27,4.0,Sunday,2019,1,27.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45717,BC_A_J_20190128,2019-01-28,BC,A,J,14520.0,2122.0,2019-01-28,5.0,Monday,2019,1,28.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45718,BC_A_J_20190129,2019-01-29,BC,A,J,10512.0,2089.0,2019-01-29,5.0,Tuesday,2019,1,29.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45719,BC_A_J_20190130,2019-01-30,BC,A,J,9848.0,2096.0,2019-01-30,5.0,Wednesday,2019,1,30.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45720,BC_A_J_20190131,2019-01-31,BC,A,J,7168.0,2123.0,2019-01-31,5.0,Thursday,2019,1,31.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45721,BC_A_S_20190101,2019-01-01,BC,A,S,0.0,0.0,2019-01-01,1.0,Tuesday,2019,1,1.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45722,BC_A_S_20190102,2019-01-02,BC,A,S,0.0,0.0,2019-01-02,1.0,Wednesday,2019,1,2.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45723,BC_A_S_20190103,2019-01-03,BC,A,S,192.0,2188.0,2019-01-03,1.0,Thursday,2019,1,3.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45724,BC_A_S_20190104,2019-01-04,BC,A,S,1576.0,2455.0,2019-01-04,1.0,Friday,2019,1,4.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45725,BC_A_S_20190105,2019-01-05,BC,A,S,2608.0,2242.0,2019-01-05,1.0,Saturday,2019,1,5.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45726,BC_A_S_20190106,2019-01-06,BC,A,S,0.0,0.0,2019-01-06,1.0,Sunday,2019,1,6.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45727,BC_A_S_20190107,2019-01-07,BC,A,S,3632.0,1978.0,2019-01-07,2.0,Monday,2019,1,7.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45728,BC_A_S_20190108,2019-01-08,BC,A,S,2768.0,2003.0,2019-01-08,2.0,Tuesday,2019,1,8.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45729,BC_A_S_20190109,2019-01-09,BC,A,S,1840.0,2405.0,2019-01-09,2.0,Wednesday,2019,1,9.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45730,BC_A_S_20190110,2019-01-10,BC,A,S,1600.0,2168.0,2019-01-10,2.0,Thursday,2019,1,10.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45731,BC_A_S_20190111,2019-01-11,BC,A,S,1960.0,2207.0,2019-01-11,2.0,Friday,2019,1,11.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45732,BC_A_S_20190112,2019-01-12,BC,A,S,1696.0,2231.0,2019-01-12,2.0,Saturday,2019,1,12.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45733,BC_A_S_20190113,2019-01-13,BC,A,S,0.0,0.0,2019-01-13,2.0,Sunday,2019,1,13.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45734,BC_A_S_20190114,2019-01-14,BC,A,S,4640.0,2153.0,2019-01-14,3.0,Monday,2019,1,14.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45735,BC_A_S_20190115,2019-01-15,BC,A,S,4096.0,2029.0,2019-01-15,3.0,Tuesday,2019,1,15.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45736,BC_A_S_20190116,2019-01-16,BC,A,S,4432.0,2154.0,2019-01-16,3.0,Wednesday,2019,1,16.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45737,BC_A_S_20190117,2019-01-17,BC,A,S,1784.0,2054.0,2019-01-17,3.0,Thursday,2019,1,17.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45738,BC_A_S_20190118,2019-01-18,BC,A,S,2936.0,1838.0,2019-01-18,3.0,Friday,2019,1,18.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45739,BC_A_S_20190119,2019-01-19,BC,A,S,4056.0,1992.0,2019-01-19,3.0,Saturday,2019,1,19.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45740,BC_A_S_20190120,2019-01-20,BC,A,S,0.0,0.0,2019-01-20,3.0,Sunday,2019,1,20.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45741,BC_A_S_20190121,2019-01-21,BC,A,S,3400.0,2067.0,2019-01-21,4.0,Monday,2019,1,21.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45742,BC_A_S_20190122,2019-01-22,BC,A,S,2288.0,2181.0,2019-01-22,4.0,Tuesday,2019,1,22.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45743,BC_A_S_20190123,2019-01-23,BC,A,S,5200.0,2248.0,2019-01-23,4.0,Wednesday,2019,1,23.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45744,BC_A_S_20190124,2019-01-24,BC,A,S,3784.0,2683.0,2019-01-24,4.0,Thursday,2019,1,24.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45745,BC_A_S_20190125,2019-01-25,BC,A,S,4512.0,2689.0,2019-01-25,4.0,Friday,2019,1,25.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45746,BC_A_S_20190126,2019-01-26,BC,A,S,4883.0,2112.0,2019-01-26,4.0,Saturday,2019,1,26.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45747,BC_A_S_20190127,2019-01-27,BC,A,S,0.0,0.0,2019-01-27,4.0,Sunday,2019,1,27.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45748,BC_A_S_20190128,2019-01-28,BC,A,S,5840.0,2185.0,2019-01-28,5.0,Monday,2019,1,28.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45749,BC_A_S_20190129,2019-01-29,BC,A,S,3192.0,2242.0,2019-01-29,5.0,Tuesday,2019,1,29.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45750,BC_A_S_20190130,2019-01-30,BC,A,S,5592.0,2273.0,2019-01-30,5.0,Wednesday,2019,1,30.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45751,BC_A_S_20190131,2019-01-31,BC,A,S,5944.0,2104.0,2019-01-31,5.0,Thursday,2019,1,31.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45752,BC_B_J_20190101,2019-01-01,BC,B,J,0.0,0.0,2019-01-01,1.0,Tuesday,2019,1,1.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45753,BC_B_J_20190102,2019-01-02,BC,B,J,0.0,0.0,2019-01-02,1.0,Wednesday,2019,1,2.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45754,BC_B_J_20190103,2019-01-03,BC,B,J,872.0,2440.0,2019-01-03,1.0,Thursday,2019,1,3.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45755,BC_B_J_20190104,2019-01-04,BC,B,J,648.0,2348.0,2019-01-04,1.0,Friday,2019,1,4.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45756,BC_B_J_20190105,2019-01-05,BC,B,J,1008.0,2100.0,2019-01-05,1.0,Saturday,2019,1,5.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45757,BC_B_J_20190106,2019-01-06,BC,B,J,0.0,0.0,2019-01-06,1.0,Sunday,2019,1,6.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45758,BC_B_J_20190107,2019-01-07,BC,B,J,1032.0,1889.0,2019-01-07,2.0,Monday,2019,1,7.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45759,BC_B_J_20190108,2019-01-08,BC,B,J,440.0,1927.0,2019-01-08,2.0,Tuesday,2019,1,8.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45760,BC_B_J_20190109,2019-01-09,BC,B,J,456.0,1978.0,2019-01-09,2.0,Wednesday,2019,1,9.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45761,BC_B_J_20190110,2019-01-10,BC,B,J,448.0,1744.0,2019-01-10,2.0,Thursday,2019,1,10.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45762,BC_B_J_20190111,2019-01-11,BC,B,J,520.0,1893.0,2019-01-11,2.0,Friday,2019,1,11.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45763,BC_B_J_20190112,2019-01-12,BC,B,J,440.0,1909.0,2019-01-12,2.0,Saturday,2019,1,12.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45764,BC_B_J_20190113,2019-01-13,BC,B,J,0.0,0.0,2019-01-13,2.0,Sunday,2019,1,13.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45765,BC_B_J_20190114,2019-01-14,BC,B,J,736.0,1984.0,2019-01-14,3.0,Monday,2019,1,14.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45766,BC_B_J_20190115,2019-01-15,BC,B,J,568.0,1940.0,2019-01-15,3.0,Tuesday,2019,1,15.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45767,BC_B_J_20190116,2019-01-16,BC,B,J,768.0,1827.0,2019-01-16,3.0,Wednesday,2019,1,16.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45768,BC_B_J_20190117,2019-01-17,BC,B,J,472.0,2036.0,2019-01-17,3.0,Thursday,2019,1,17.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45769,BC_B_J_20190118,2019-01-18,BC,B,J,10744.0,2108.0,2019-01-18,3.0,Friday,2019,1,18.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45770,BC_B_J_20190119,2019-01-19,BC,B,J,728.0,1841.0,2019-01-19,3.0,Saturday,2019,1,19.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45771,BC_B_J_20190120,2019-01-20,BC,B,J,0.0,0.0,2019-01-20,3.0,Sunday,2019,1,20.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45772,BC_B_J_20190121,2019-01-21,BC,B,J,960.0,1857.0,2019-01-21,4.0,Monday,2019,1,21.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45773,BC_B_J_20190122,2019-01-22,BC,B,J,912.0,1972.0,2019-01-22,4.0,Tuesday,2019,1,22.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45774,BC_B_J_20190123,2019-01-23,BC,B,J,528.0,2199.0,2019-01-23,4.0,Wednesday,2019,1,23.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45775,BC_B_J_20190124,2019-01-24,BC,B,J,888.0,2149.0,2019-01-24,4.0,Thursday,2019,1,24.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45776,BC_B_J_20190125,2019-01-25,BC,B,J,736.0,2392.0,2019-01-25,4.0,Friday,2019,1,25.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45777,BC_B_J_20190126,2019-01-26,BC,B,J,488.0,2164.0,2019-01-26,4.0,Saturday,2019,1,26.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45778,BC_B_J_20190127,2019-01-27,BC,B,J,0.0,0.0,2019-01-27,4.0,Sunday,2019,1,27.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45779,BC_B_J_20190128,2019-01-28,BC,B,J,848.0,2027.0,2019-01-28,5.0,Monday,2019,1,28.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45780,BC_B_J_20190129,2019-01-29,BC,B,J,1208.0,1953.0,2019-01-29,5.0,Tuesday,2019,1,29.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45781,BC_B_J_20190130,2019-01-30,BC,B,J,744.0,2044.0,2019-01-30,5.0,Wednesday,2019,1,30.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45782,BC_B_J_20190131,2019-01-31,BC,B,J,936.0,2024.0,2019-01-31,5.0,Thursday,2019,1,31.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45783,BC_B_S_20190101,2019-01-01,BC,B,S,0.0,0.0,2019-01-01,1.0,Tuesday,2019,1,1.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45784,BC_B_S_20190102,2019-01-02,BC,B,S,0.0,0.0,2019-01-02,1.0,Wednesday,2019,1,2.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45785,BC_B_S_20190103,2019-01-03,BC,B,S,0.0,0.0,2019-01-03,1.0,Thursday,2019,1,3.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45786,BC_B_S_20190104,2019-01-04,BC,B,S,0.0,0.0,2019-01-04,1.0,Friday,2019,1,4.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45787,BC_B_S_20190105,2019-01-05,BC,B,S,0.0,0.0,2019-01-05,1.0,Saturday,2019,1,5.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45788,BC_B_S_20190106,2019-01-06,BC,B,S,0.0,0.0,2019-01-06,1.0,Sunday,2019,1,6.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45789,BC_B_S_20190107,2019-01-07,BC,B,S,0.0,0.0,2019-01-07,2.0,Monday,2019,1,7.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45790,BC_B_S_20190108,2019-01-08,BC,B,S,0.0,0.0,2019-01-08,2.0,Tuesday,2019,1,8.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45791,BC_B_S_20190109,2019-01-09,BC,B,S,0.0,0.0,2019-01-09,2.0,Wednesday,2019,1,9.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45792,BC_B_S_20190110,2019-01-10,BC,B,S,0.0,0.0,2019-01-10,2.0,Thursday,2019,1,10.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45793,BC_B_S_20190111,2019-01-11,BC,B,S,0.0,0.0,2019-01-11,2.0,Friday,2019,1,11.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45794,BC_B_S_20190112,2019-01-12,BC,B,S,0.0,0.0,2019-01-12,2.0,Saturday,2019,1,12.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45795,BC_B_S_20190113,2019-01-13,BC,B,S,0.0,0.0,2019-01-13,2.0,Sunday,2019,1,13.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45796,BC_B_S_20190114,2019-01-14,BC,B,S,0.0,0.0,2019-01-14,3.0,Monday,2019,1,14.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45797,BC_B_S_20190115,2019-01-15,BC,B,S,0.0,0.0,2019-01-15,3.0,Tuesday,2019,1,15.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45798,BC_B_S_20190116,2019-01-16,BC,B,S,0.0,0.0,2019-01-16,3.0,Wednesday,2019,1,16.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45799,BC_B_S_20190117,2019-01-17,BC,B,S,0.0,0.0,2019-01-17,3.0,Thursday,2019,1,17.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45800,BC_B_S_20190118,2019-01-18,BC,B,S,0.0,0.0,2019-01-18,3.0,Friday,2019,1,18.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45801,BC_B_S_20190119,2019-01-19,BC,B,S,0.0,0.0,2019-01-19,3.0,Saturday,2019,1,19.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45802,BC_B_S_20190120,2019-01-20,BC,B,S,0.0,0.0,2019-01-20,3.0,Sunday,2019,1,20.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45803,BC_B_S_20190121,2019-01-21,BC,B,S,0.0,0.0,2019-01-21,4.0,Monday,2019,1,21.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45804,BC_B_S_20190122,2019-01-22,BC,B,S,0.0,0.0,2019-01-22,4.0,Tuesday,2019,1,22.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
45805,BC_B_S_20190123,2019-01-23,BC,B,S,0.0,0.0,2019-01-23,4.0,Wednesday,2019,1,23.0,2019-01,꽃양배추와 브로콜리(broccoli),160.0,1.0,638913.0,563.0,-562.0,695871.0,639073.0
