ID,timestamp,item,corporation,location,supply(kg),price(원/kg),precessed_price,index
TG_A_J_20190328,2019-03-28,TG,A,J,242.0,4626.975,6215.0,86
TG_A_J_20190329,2019-03-29,TG,A,J,0.0,0.0,,87
TG_A_J_20190330,2019-03-30,TG,A,J,716.0,4742.55,4774.0,88
TG_A_J_20190331,2019-03-31,TG,A,J,0.0,0.0,,89
TG_A_J_20190401,2019-04-01,TG,A,J,120.0,5534.7,8733.0,90
TG_A_J_20190402,2019-04-02,TG,A,J,1310.0,5424.725,3876.0,91
TG_A_J_20190403,2019-04-03,TG,A,J,930.0,5138.9416666666675,2533.0,92
TG_A_J_20190404,2019-04-04,TG,A,J,0.0,0.0,,93
TG_A_J_20190405,2019-04-05,TG,A,J,0.0,0.0,,94
TG_A_J_20190406,2019-04-06,TG,A,J,0.0,0.0,,95
TG_A_J_20190407,2019-04-07,TG,A,J,0.0,0.0,,96
TG_A_J_20190408,2019-04-08,TG,A,J,0.0,0.0,,97
TG_A_J_20190409,2019-04-09,TG,A,J,0.0,0.0,,98
TG_A_J_20190410,2019-04-10,TG,A,J,0.0,0.0,,99
TG_A_J_20190411,2019-04-11,TG,A,J,369.0,5633.5,6667.0,100
TG_A_J_20190412,2019-04-12,TG,A,J,1393.0,5775.9,5312.0,101
TG_A_J_20190413,2019-04-13,TG,A,J,69.0,6085.95,6667.0,102
TG_A_J_20190414,2019-04-14,TG,A,J,0.0,0.0,,103
TG_A_J_20190415,2019-04-15,TG,A,J,0.0,0.0,,104
TG_A_J_20190416,2019-04-16,TG,A,J,0.0,0.0,,105
TG_A_J_20190417,2019-04-17,TG,A,J,0.0,0.0,,106
TG_A_J_20190418,2019-04-18,TG,A,J,0.0,0.0,,107
TG_A_J_20190419,2019-04-19,TG,A,J,576.0,4167.0,2917.0,108
TG_A_J_20190420,2019-04-20,TG,A,J,0.0,0.0,,109
TG_A_J_20190421,2019-04-21,TG,A,J,0.0,0.0,,110
TG_A_J_20190422,2019-04-22,TG,A,J,750.0,2947.9199999999996,4619.0,111
TG_A_J_20190423,2019-04-23,TG,A,J,380.0,2760.2,3926.0,112
TG_A_J_20190424,2019-04-24,TG,A,J,770.0,2681.8,2525.0,113
TG_A_J_20190425,2019-04-25,TG,A,J,0.0,0.0,,114
TG_A_J_20190426,2019-04-26,TG,A,J,0.0,0.0,,115
TG_A_J_20190427,2019-04-27,TG,A,J,0.0,0.0,,116
TG_A_J_20190428,2019-04-28,TG,A,J,0.0,0.0,,117
TG_A_J_20190429,2019-04-29,TG,A,J,0.0,0.0,,118
TG_A_J_20190430,2019-04-30,TG,A,J,0.0,0.0,,119
TG_A_J_20190501,2019-05-01,TG,A,J,1070.0,3462.1428571428564,3837.0,120
TG_A_J_20190502,2019-05-02,TG,A,J,0.0,0.0,,121
TG_A_J_20190503,2019-05-03,TG,A,J,0.0,0.0,,122
TG_A_J_20190504,2019-05-04,TG,A,J,0.0,0.0,,123
TG_A_J_20190505,2019-05-05,TG,A,J,0.0,0.0,,124
TG_A_J_20190506,2019-05-06,TG,A,J,1600.0,3894.0,3932.0,125
TG_A_J_20190507,2019-05-07,TG,A,J,0.0,0.0,,126
TG_A_J_20190508,2019-05-08,TG,A,J,0.0,0.0,,127
TG_A_J_20190509,2019-05-09,TG,A,J,252.0,5590.478787878787,8841.0,128
TG_A_J_20190510,2019-05-10,TG,A,J,2083.0,6300.70303030303,5662.0,129
TG_A_J_20190511,2019-05-11,TG,A,J,658.0,7033.072727272726,5181.0,130
TG_A_J_20190512,2019-05-12,TG,A,J,0.0,0.0,,131
TG_A_J_20190513,2019-05-13,TG,A,J,0.0,0.0,,132
TG_A_J_20190514,2019-05-14,TG,A,J,843.0,7723.575757575757,6300.0,133
TG_A_J_20190515,2019-05-15,TG,A,J,206.0,7853.30303030303,8587.0,134
TG_A_J_20190516,2019-05-16,TG,A,J,0.0,0.0,,135
TG_A_J_20190517,2019-05-17,TG,A,J,382.0,8112.757575757574,8809.0,136
TG_A_J_20190518,2019-05-18,TG,A,J,0.0,0.0,,137
TG_A_J_20190519,2019-05-19,TG,A,J,0.0,0.0,,138
TG_A_J_20190520,2019-05-20,TG,A,J,0.0,0.0,,139
TG_A_J_20190521,2019-05-21,TG,A,J,0.0,0.0,,140
TG_A_J_20190522,2019-05-22,TG,A,J,0.0,0.0,,141
TG_A_J_20190523,2019-05-23,TG,A,J,0.0,0.0,,142
TG_A_J_20190524,2019-05-24,TG,A,J,0.0,0.0,,143
TG_A_J_20190525,2019-05-25,TG,A,J,0.0,0.0,,144
TG_A_J_20190526,2019-05-26,TG,A,J,0.0,0.0,,145
TG_A_J_20190527,2019-05-27,TG,A,J,0.0,0.0,,146
TG_A_J_20190528,2019-05-28,TG,A,J,0.0,0.0,,147
TG_A_J_20190529,2019-05-29,TG,A,J,0.0,0.0,,148
TG_A_J_20190530,2019-05-30,TG,A,J,0.0,0.0,,149
TG_A_J_20190531,2019-05-31,TG,A,J,0.0,0.0,,150
TG_A_J_20190601,2019-06-01,TG,A,J,315.0,7656.333333333333,7479.0,151
TG_A_J_20190602,2019-06-02,TG,A,J,0.0,0.0,,152
TG_A_J_20190603,2019-06-03,TG,A,J,308.0,7374.4,6953.0,153
TG_A_J_20190604,2019-06-04,TG,A,J,0.0,0.0,,154
TG_A_J_20190605,2019-06-05,TG,A,J,0.0,0.0,,155
TG_A_J_20190606,2019-06-06,TG,A,J,0.0,0.0,,156
TG_A_J_20190607,2019-06-07,TG,A,J,0.0,0.0,,157
TG_A_J_20190608,2019-06-08,TG,A,J,0.0,0.0,,158
TG_A_J_20190609,2019-06-09,TG,A,J,0.0,0.0,,159
TG_A_J_20190610,2019-06-10,TG,A,J,0.0,0.0,,160
TG_A_J_20190611,2019-06-11,TG,A,J,0.0,0.0,,161
TG_A_J_20190612,2019-06-12,TG,A,J,0.0,0.0,,162
TG_A_J_20190613,2019-06-13,TG,A,J,0.0,0.0,,163
TG_A_J_20190614,2019-06-14,TG,A,J,0.0,0.0,,164
TG_A_J_20190615,2019-06-15,TG,A,J,0.0,0.0,,165
TG_A_J_20190616,2019-06-16,TG,A,J,0.0,0.0,,166
TG_A_J_20190617,2019-06-17,TG,A,J,0.0,0.0,,167
TG_A_J_20190618,2019-06-18,TG,A,J,0.0,0.0,,168
TG_A_J_20190619,2019-06-19,TG,A,J,0.0,0.0,,169
TG_A_J_20190620,2019-06-20,TG,A,J,0.0,0.0,,170
TG_A_J_20190621,2019-06-21,TG,A,J,498.0,6267.111111111111,6292.0,171
TG_A_J_20190622,2019-06-22,TG,A,J,0.0,0.0,,172
TG_A_J_20190623,2019-06-23,TG,A,J,0.0,0.0,,173
TG_A_J_20190624,2019-06-24,TG,A,J,0.0,0.0,,174
TG_A_J_20190625,2019-06-25,TG,A,J,0.0,0.0,,175
TG_A_J_20190626,2019-06-26,TG,A,J,0.0,0.0,,176
TG_A_J_20190627,2019-06-27,TG,A,J,720.0,5751.777777777778,5580.0,177
TG_A_J_20190628,2019-06-28,TG,A,J,0.0,0.0,,178
TG_A_J_20190629,2019-06-29,TG,A,J,0.0,0.0,,179
TG_A_J_20190630,2019-06-30,TG,A,J,0.0,0.0,,180
TG_A_J_20190701,2019-07-01,TG,A,J,0.0,0.0,,181
TG_A_J_20190702,2019-07-02,TG,A,J,0.0,0.0,,182
TG_A_J_20190703,2019-07-03,TG,A,J,0.0,0.0,,183
TG_A_J_20190704,2019-07-04,TG,A,J,0.0,0.0,,184
TG_A_J_20190705,2019-07-05,TG,A,J,0.0,0.0,,185
TG_A_J_20190706,2019-07-06,TG,A,J,552.0,5331.888888888889,5261.0,186
TG_A_J_20190707,2019-07-07,TG,A,J,0.0,0.0,,187
TG_A_J_20190708,2019-07-08,TG,A,J,900.0,5283.75,5424.0,188
TG_A_J_20190709,2019-07-09,TG,A,J,0.0,0.0,,189
TG_A_J_20190710,2019-07-10,TG,A,J,0.0,0.0,,190
TG_A_J_20190711,2019-07-11,TG,A,J,0.0,0.0,,191
TG_A_J_20190712,2019-07-12,TG,A,J,0.0,0.0,,192
TG_A_J_20190713,2019-07-13,TG,A,J,0.0,0.0,,193
TG_A_J_20190714,2019-07-14,TG,A,J,0.0,0.0,,194
TG_A_J_20190715,2019-07-15,TG,A,J,0.0,0.0,,195
TG_A_J_20190716,2019-07-16,TG,A,J,0.0,0.0,,196
TG_A_J_20190717,2019-07-17,TG,A,J,660.0,4892.018518518518,4735.0,197
TG_A_J_20190718,2019-07-18,TG,A,J,360.0,4823.277777777778,4133.0,198
TG_A_J_20190719,2019-07-19,TG,A,J,0.0,0.0,,199
TG_A_J_20190720,2019-07-20,TG,A,J,0.0,0.0,,200
TG_A_J_20190721,2019-07-21,TG,A,J,0.0,0.0,,201
TG_A_J_20190722,2019-07-22,TG,A,J,135.0,5260.903703703703,6163.0,202
TG_A_J_20190723,2019-07-23,TG,A,J,141.0,5539.511111111112,5745.0,203
TG_A_J_20190724,2019-07-24,TG,A,J,0.0,0.0,,204
TG_A_J_20190725,2019-07-25,TG,A,J,0.0,0.0,,205
TG_A_J_20190726,2019-07-26,TG,A,J,0.0,0.0,,206
TG_A_J_20190727,2019-07-27,TG,A,J,3190.2,5945.666666666667,5897.0,207
TG_A_J_20190728,2019-07-28,TG,A,J,0.0,0.0,,208
TG_A_J_20190729,2019-07-29,TG,A,J,0.0,0.0,,209
TG_A_J_20190730,2019-07-30,TG,A,J,0.0,0.0,,210
TG_A_J_20190731,2019-07-31,TG,A,J,0.0,0.0,,211
TG_A_J_20190801,2019-08-01,TG,A,J,0.0,0.0,,212
TG_A_J_20190802,2019-08-02,TG,A,J,340.0,5231.9333333333325,4885.0,213
TG_A_J_20190803,2019-08-03,TG,A,J,0.0,0.0,,214
TG_A_J_20190804,2019-08-04,TG,A,J,0.0,0.0,,215
TG_A_J_20190805,2019-08-05,TG,A,J,339.0,4841.133333333333,4667.0,216
TG_A_J_20190806,2019-08-06,TG,A,J,0.0,0.0,,217
TG_A_J_20190807,2019-08-07,TG,A,J,0.0,0.0,,218
TG_A_J_20190808,2019-08-08,TG,A,J,735.0,4825.266666666666,5672.0,219
TG_A_J_20190809,2019-08-09,TG,A,J,0.0,0.0,,220
TG_A_J_20190810,2019-08-10,TG,A,J,171.0,4122.4,2468.0,221
TG_A_J_20190811,2019-08-11,TG,A,J,0.0,0.0,,222
TG_A_J_20190812,2019-08-12,TG,A,J,0.0,0.0,,223
TG_A_J_20190813,2019-08-13,TG,A,J,2538.7,3601.6666666666665,4824.0,224
TG_A_J_20190814,2019-08-14,TG,A,J,0.0,0.0,,225
TG_A_J_20190815,2019-08-15,TG,A,J,531.0,4085.8,3934.0,226
TG_A_J_20190816,2019-08-16,TG,A,J,0.0,0.0,,227
TG_A_J_20190817,2019-08-17,TG,A,J,0.0,0.0,,228
TG_A_J_20190818,2019-08-18,TG,A,J,0.0,0.0,,229
TG_A_J_20190819,2019-08-19,TG,A,J,0.0,0.0,,230
TG_A_J_20190820,2019-08-20,TG,A,J,0.0,0.0,,231
TG_A_J_20190821,2019-08-21,TG,A,J,0.0,0.0,,232
TG_A_J_20190822,2019-08-22,TG,A,J,0.0,0.0,,233
TG_A_J_20190823,2019-08-23,TG,A,J,0.0,0.0,,234
TG_A_J_20190824,2019-08-24,TG,A,J,0.0,0.0,,235
TG_A_J_20190825,2019-08-25,TG,A,J,0.0,0.0,,236
TG_A_J_20190826,2019-08-26,TG,A,J,0.0,0.0,,237
TG_A_J_20190827,2019-08-27,TG,A,J,0.0,0.0,,238
TG_A_J_20190828,2019-08-28,TG,A,J,1111.0,3644.1192307692313,3391.0,239
TG_A_J_20190829,2019-08-29,TG,A,J,0.0,0.0,,240
TG_A_J_20190830,2019-08-30,TG,A,J,192.0,3899.742307692308,4438.0,241
TG_A_J_20190831,2019-08-31,TG,A,J,420.0,4040.371153846154,4319.0,242
TG_A_J_20190901,2019-09-01,TG,A,J,0.0,0.0,,243
TG_A_J_20190902,2019-09-02,TG,A,J,1599.0,4684.6,5728.0,244
TG_A_J_20190903,2019-09-03,TG,A,J,446.0,4432.1,2652.0,245
TG_A_J_20190904,2019-09-04,TG,A,J,132.0,4653.5,5545.0,246
TG_A_J_20190905,2019-09-05,TG,A,J,1038.0,4556.5,3834.0,247
TG_A_J_20190906,2019-09-06,TG,A,J,0.0,0.0,,248
TG_A_J_20190907,2019-09-07,TG,A,J,598.0,3787.1,3325.0,249
TG_A_J_20190908,2019-09-08,TG,A,J,0.0,0.0,,250
TG_A_J_20190909,2019-09-09,TG,A,J,300.0,3896.5,5947.0,251
TG_A_J_20190910,2019-09-10,TG,A,J,1344.0,3845.7,3580.0,252
TG_A_J_20190911,2019-09-11,TG,A,J,276.0,3863.2,3667.0,253
TG_A_J_20190912,2019-09-12,TG,A,J,57.6,3948.2,3750.0,254
TG_A_J_20190913,2019-09-13,TG,A,J,0.0,0.0,,255
TG_A_J_20190914,2019-09-14,TG,A,J,0.0,0.0,,256
TG_A_J_20190915,2019-09-15,TG,A,J,0.0,0.0,,257
TG_A_J_20190916,2019-09-16,TG,A,J,350.0,3575.0,3400.0,258
TG_A_J_20190917,2019-09-17,TG,A,J,100.0,3205.0,1900.0,259
TG_A_J_20190918,2019-09-18,TG,A,J,0.0,0.0,,260
TG_A_J_20190919,2019-09-19,TG,A,J,0.0,0.0,,261
TG_A_J_20190920,2019-09-20,TG,A,J,0.0,0.0,,262
TG_A_J_20190921,2019-09-21,TG,A,J,200.0,2350.0,2800.0,263
TG_A_J_20190922,2019-09-22,TG,A,J,0.0,0.0,,264
TG_A_J_20190923,2019-09-23,TG,A,J,0.0,0.0,,265
TG_A_J_20190924,2019-09-24,TG,A,J,200.0,2755.0,2800.0,266
TG_A_J_20190925,2019-09-25,TG,A,J,200.0,2620.0,1900.0,267
TG_A_J_20190926,2019-09-26,TG,A,J,0.0,0.0,,268
TG_A_J_20190927,2019-09-27,TG,A,J,0.0,0.0,,269
TG_A_J_20190928,2019-09-28,TG,A,J,0.0,0.0,,270
TG_A_J_20190929,2019-09-29,TG,A,J,0.0,0.0,,271
TG_A_J_20190930,2019-09-30,TG,A,J,2406.0,2008.6200000000001,2164.0,272
TG_A_J_20191001,2019-10-01,TG,A,J,1800.0,1961.86,1719.0,273
TG_A_J_20191002,2019-10-02,TG,A,J,2270.0,1848.5400000000002,1439.0,274
TG_A_J_20191003,2019-10-03,TG,A,J,4360.0,1664.2599999999998,1137.0,275
TG_A_J_20191004,2019-10-04,TG,A,J,0.0,0.0,,276
TG_A_J_20191005,2019-10-05,TG,A,J,1700.0,1448.2,1585.0,277
TG_A_J_20191006,2019-10-06,TG,A,J,0.0,0.0,,278
TG_A_J_20191007,2019-10-07,TG,A,J,9640.0,1400.8,1419.0,279
TG_A_J_20191008,2019-10-08,TG,A,J,4790.0,1467.6,1471.0,280
TG_A_J_20191009,2019-10-09,TG,A,J,8265.0,1485.3,1654.0,281
TG_A_J_20191010,2019-10-10,TG,A,J,1915.0,1453.9,1428.0,282
TG_A_J_20191011,2019-10-11,TG,A,J,9475.0,1456.3,1514.0,283
TG_A_J_20191012,2019-10-12,TG,A,J,15040.0,1480.8,1930.0,284
TG_A_J_20191013,2019-10-13,TG,A,J,0.0,0.0,,285
TG_A_J_20191014,2019-10-14,TG,A,J,29160.0,1452.1,1208.0,286
TG_A_J_20191015,2019-10-15,TG,A,J,22570.0,1393.9,1137.0,287
TG_A_J_20191016,2019-10-16,TG,A,J,16964.0,1280.5,947.0,288
TG_A_J_20191017,2019-10-17,TG,A,J,17945.0,1205.6,1167.0,289
TG_A_J_20191018,2019-10-18,TG,A,J,6980.0,1205.4,1568.0,290
TG_A_J_20191019,2019-10-19,TG,A,J,12485.0,1269.8,1530.0,291
TG_A_J_20191020,2019-10-20,TG,A,J,0.0,0.0,,292
TG_A_J_20191021,2019-10-21,TG,A,J,16025.0,1410.7,1349.0,293
TG_A_J_20191022,2019-10-22,TG,A,J,11310.0,1459.7,1412.0,294
TG_A_J_20191023,2019-10-23,TG,A,J,13300.0,1348.3,1011.0,295
TG_A_J_20191024,2019-10-24,TG,A,J,23310.0,1363.7,1607.0,296
TG_A_J_20191025,2019-10-25,TG,A,J,20355.0,1265.4,948.0,297
TG_A_J_20191026,2019-10-26,TG,A,J,10693.0,1186.0,952.0,298
TG_A_J_20191027,2019-10-27,TG,A,J,0.0,0.0,,299
TG_A_J_20191028,2019-10-28,TG,A,J,21343.0,1112.8,1054.0,300
TG_A_J_20191029,2019-10-29,TG,A,J,17460.0,949.8,792.0,301
TG_A_J_20191030,2019-10-30,TG,A,J,17141.0,930.8,853.0,302
TG_A_J_20191031,2019-10-31,TG,A,J,14600.0,912.3,644.0,303
TG_A_J_20191101,2019-11-01,TG,A,J,26440.0,884.9,866.0,304
TG_A_J_20191102,2019-11-02,TG,A,J,18825.0,845.9,859.0,305
TG_A_J_20191103,2019-11-03,TG,A,J,0.0,0.0,,306
TG_A_J_20191104,2019-11-04,TG,A,J,15318.0,836.8,780.0,307
TG_A_J_20191105,2019-11-05,TG,A,J,19985.0,836.7,859.0,308
TG_A_J_20191106,2019-11-06,TG,A,J,11968.0,822.9,797.0,309
TG_A_J_20191107,2019-11-07,TG,A,J,11530.0,837.9,934.0,310
TG_A_J_20191108,2019-11-08,TG,A,J,20500.0,853.4,897.0,311
TG_A_J_20191109,2019-11-09,TG,A,J,8090.0,926.0,1143.0,312
TG_A_J_20191110,2019-11-10,TG,A,J,0.0,0.0,,313
TG_A_J_20191111,2019-11-11,TG,A,J,25938.0,1019.9,1036.0,314
TG_A_J_20191112,2019-11-12,TG,A,J,13783.0,1021.7,943.0,315
TG_A_J_20191113,2019-11-13,TG,A,J,23410.0,1027.7,927.0,316
TG_A_J_20191114,2019-11-14,TG,A,J,29865.0,992.9,969.0,317
TG_A_J_20191115,2019-11-15,TG,A,J,22600.0,954.4,897.0,318
TG_A_J_20191116,2019-11-16,TG,A,J,16150.0,922.4,876.0,319
TG_A_J_20191117,2019-11-17,TG,A,J,0.0,0.0,,320
TG_A_J_20191118,2019-11-18,TG,A,J,16584.0,890.4,848.0,321
TG_A_J_20191119,2019-11-19,TG,A,J,12745.0,869.2,602.0,322
TG_A_J_20191120,2019-11-20,TG,A,J,9600.0,865.4,878.0,323
TG_A_J_20191121,2019-11-21,TG,A,J,13965.0,930.6,1202.0,324
TG_A_J_20191122,2019-11-22,TG,A,J,10305.0,1011.6,1267.0,325
TG_A_J_20191123,2019-11-23,TG,A,J,11281.0,1132.2,1451.0,326
TG_A_J_20191124,2019-11-24,TG,A,J,0.0,0.0,,327
TG_A_J_20191125,2019-11-25,TG,A,J,16544.0,1272.0,1143.0,328
TG_A_J_20191126,2019-11-26,TG,A,J,17345.0,1235.7,843.0,329
TG_A_J_20191127,2019-11-27,TG,A,J,17100.0,1161.9,898.0,330
TG_A_J_20191128,2019-11-28,TG,A,J,15290.0,1053.9,911.0,331
TG_A_J_20191129,2019-11-29,TG,A,J,5571.0,1072.3,1389.0,332
TG_A_J_20191130,2019-11-30,TG,A,J,3350.0,1119.35,1483.0,333
TG_A_J_20191201,2019-12-01,TG,A,J,0.0,0.0,,334
TG_A_J_20191202,2019-12-02,TG,A,J,16329.0,1259.55,1252.0,335
TG_A_J_20191203,2019-12-03,TG,A,J,7610.0,1299.35,1110.0,336
TG_A_J_20191204,2019-12-04,TG,A,J,20210.0,1252.15,1153.0,337
TG_A_J_20191205,2019-12-05,TG,A,J,21502.0,1196.5,1100.0,338
TG_A_J_20191206,2019-12-06,TG,A,J,19540.0,1096.8,869.0,339
TG_A_J_20191207,2019-12-07,TG,A,J,23467.0,1026.55,765.0,340
TG_A_J_20191208,2019-12-08,TG,A,J,0.0,0.0,,341
TG_A_J_20191209,2019-12-09,TG,A,J,16980.0,980.45,1100.0,342
TG_A_J_20191210,2019-12-10,TG,A,J,12750.0,911.25,754.0,343
TG_A_J_20191211,2019-12-11,TG,A,J,15054.0,895.25,789.0,344
TG_A_J_20191212,2019-12-12,TG,A,J,78287.0,942.1,1135.0,345
TG_A_J_20191213,2019-12-13,TG,A,J,68517.0,998.8,1216.0,346
TG_A_J_20191214,2019-12-14,TG,A,J,16205.0,999.65,838.0,347
TG_A_J_20191215,2019-12-15,TG,A,J,0.0,0.0,,348
TG_A_J_20191216,2019-12-16,TG,A,J,20223.0,1118.95,1147.0,349
TG_A_J_20191217,2019-12-17,TG,A,J,11280.0,1106.75,723.0,350
TG_A_J_20191218,2019-12-18,TG,A,J,19940.0,1063.75,903.0,351
TG_A_J_20191219,2019-12-19,TG,A,J,12610.0,1028.5,928.0,352
TG_A_J_20191220,2019-12-20,TG,A,J,15472.0,989.2,796.0,353
